customer_id,is_suspicious,case_date
CUST002035,0,2024-05-29
CUST002036,1,2025-04-17
CUST002037,0,2025-03-28
CUST002038,1,2024-07-20
CUST002039,0,2024-12-02
CUST002040,0,2024-11-23
CUST002041,0,2025-04-14
CUST002042,1,2024-12-03
CUST002043,0,2024-07-07
CUST002044,0,2025-04-16
CUST002045,1,2024-10-11
CUST002046,0,2025-04-15
CUST002047,0,2024-06-16
CUST002048,0,2025-02-14
CUST002049,0,2025-03-23
CUST002050,0,2025-03-02
CUST002051,0,2025-01-22
CUST002052,0,2024-10-21
CUST002053,0,2024-12-20
CUST002054,0,2024-07-14
CUST002055,0,2024-07-24
CUST002056,1,2024-04-30
CUST002057,0,2024-12-30
CUST002058,0,2024-09-15
CUST002059,0,2025-03-30
CUST002060,0,2025-04-22
CUST002061,1,2024-08-06
CUST002062,0,2024-10-10
CUST002063,0,2024-06-19
CUST002064,1,2025-02-02
CUST002065,0,2025-04-16
CUST002066,0,2024-05-03
CUST002067,0,2025-03-28
CUST002068,0,2024-11-30
CUST002069,0,2024-09-21
CUST002070,0,2025-04-14
CUST002071,0,2024-09-18
CUST002072,1,2024-06-15
CUST002073,0,2025-04-20
CUST002074,0,2024-07-18
CUST002075,0,2025-03-03
CUST002076,0,2024-07-04
CUST002077,0,2025-01-05
CUST002078,1,2025-02-16
CUST002079,0,2024-10-11
CUST002080,0,2024-12-29
CUST002081,0,2025-04-10
CUST002082,0,2024-09-14
CUST002083,0,2024-06-28
CUST002084,0,2024-07-09
CUST002085,0,2024-04-29
CUST002086,1,2025-01-07
CUST002087,0,2024-05-23
CUST002088,0,2024-08-28
CUST002089,1,2025-03-24
CUST002090,0,2024-10-21
CUST002091,0,2024-11-08
CUST002092,0,2024-05-29
CUST002093,0,2024-10-23
CUST002094,0,2024-07-17
CUST002095,0,2024-11-02
CUST002096,0,2024-05-26
CUST002097,0,2024-08-09
CUST002098,0,2024-07-28
CUST002099,0,2025-03-19
CUST002100,0,2024-12-28
CUST002101,1,2024-11-15
CUST002102,1,2024-05-07
CUST002103,0,2024-09-23
CUST002104,1,2025-04-07
CUST002105,0,2025-02-17
CUST002106,0,2025-04-13
CUST002107,0,2024-11-14
CUST002108,0,2025-04-19
CUST002109,0,2024-05-16
CUST002110,1,2024-06-06
CUST002111,0,2024-07-10
CUST002112,0,2025-01-08
CUST002113,0,2024-05-09
CUST002114,1,2025-04-06
CUST002115,1,2024-05-31
CUST002116,0,2024-07-31
CUST002117,0,2025-03-16
CUST002118,0,2025-04-19
CUST002119,0,2025-01-09
CUST002120,0,2025-01-07
CUST002121,0,2024-05-06
CUST002122,0,2024-10-24
CUST002123,1,2024-09-26
CUST002124,0,2025-01-07
CUST002125,0,2024-08-29
CUST002126,0,2024-08-05
CUST002127,0,2024-07-13
CUST002128,0,2025-03-28
CUST002129,0,2024-05-29
CUST002130,0,2024-12-13
CUST002131,1,2024-08-28
CUST002132,0,2024-06-22
CUST002133,0,2024-05-28
CUST002134,1,2024-08-09
CUST002135,0,2025-02-11
CUST002136,0,2025-03-14
CUST002137,0,2024-06-05
CUST002138,1,2025-02-18
CUST002139,0,2024-11-27
CUST002140,0,2025-02-09
CUST002141,0,2024-06-25
CUST002142,0,2025-02-15
CUST002143,1,2025-04-25
CUST002144,0,2024-11-23
CUST002145,1,2024-10-04
CUST002146,0,2024-11-14
CUST002147,0,2025-01-11
CUST002148,1,2024-08-08
CUST002149,0,2024-05-20
CUST002150,0,2024-08-04
CUST002151,1,2024-11-09
CUST002152,1,2024-04-27
CUST002153,1,2024-11-03
CUST002154,0,2024-11-04
CUST002155,0,2025-02-27
CUST002156,0,2024-08-20
CUST002157,0,2024-12-21
CUST002158,1,2024-12-03
CUST002159,1,2024-07-22
CUST002160,0,2025-01-21
CUST002161,0,2025-04-18
CUST002162,1,2024-06-08
CUST002163,0,2024-05-16
CUST002164,0,2024-08-26
CUST002165,0,2025-01-24
CUST002166,1,2024-08-07
CUST002167,0,2025-02-05
CUST002168,1,2025-04-20
CUST002169,1,2024-10-11
CUST002170,0,2024-06-09
CUST002171,1,2024-05-26
CUST002172,1,2025-02-01
CUST002173,0,2024-07-23
CUST002174,0,2025-01-07
CUST002175,0,2024-08-27
CUST002176,0,2024-06-13
CUST002177,0,2024-09-06
CUST002178,0,2024-05-15
CUST002179,1,2025-01-23
CUST002180,1,2024-10-23
CUST002181,0,2024-10-19
CUST002182,0,2025-02-08
CUST002183,0,2025-03-13
CUST002184,0,2025-02-27
CUST002185,0,2025-01-13
CUST002186,0,2024-06-01
CUST002187,0,2024-05-23
CUST002188,0,2024-10-10
CUST002189,1,2024-12-31
CUST002190,0,2025-02-03
CUST002191,0,2025-04-03
CUST002192,0,2025-01-21
CUST002193,0,2024-10-29
CUST002194,0,2024-10-18
CUST002195,0,2024-09-20
CUST002196,1,2025-04-15
CUST002197,0,2025-01-26
CUST002198,0,2024-08-27
CUST002199,0,2024-08-17
CUST002200,0,2024-10-30
CUST002201,0,2024-11-10
CUST002202,0,2024-09-15
CUST002203,0,2024-07-19
CUST002204,1,2025-01-16
CUST002205,1,2024-10-21
CUST002206,0,2024-10-04
CUST002207,0,2024-04-29
CUST002208,0,2025-03-25
CUST002209,0,2025-03-26
CUST002210,1,2025-04-07
CUST002211,0,2024-07-20
CUST002212,0,2024-07-09
CUST002213,0,2025-03-27
CUST002214,0,2024-11-20
CUST002215,0,2024-05-26
CUST002216,1,2024-05-25
CUST002217,0,2024-07-19
CUST002218,0,2024-07-16
CUST002219,0,2024-04-26
CUST002220,0,2024-09-01
CUST002221,0,2024-11-13
CUST002222,0,2024-07-12
CUST002223,0,2025-03-23
CUST002224,0,2024-09-11
CUST002225,0,2024-10-04
CUST002226,0,2024-10-09
CUST002227,0,2024-05-01
CUST002228,0,2024-10-08
CUST002229,1,2024-06-16
CUST002230,0,2024-11-10
CUST002231,0,2024-08-20
CUST002232,0,2024-08-07
CUST002233,0,2024-06-24
CUST002234,0,2024-06-26
CUST002235,0,2024-11-28
CUST002236,0,2024-12-28
CUST002237,1,2024-11-18
CUST002238,0,2024-05-09
CUST002239,0,2025-02-11
CUST002240,1,2025-04-10
CUST002241,0,2024-10-17
CUST002242,0,2025-01-15
CUST002243,1,2024-11-20
CUST002244,1,2024-08-05
CUST002245,0,2024-10-30
CUST002246,0,2024-05-30
CUST002247,0,2025-01-14
CUST002248,0,2024-08-25
CUST002249,0,2025-01-15
CUST002250,0,2025-01-19
CUST002251,1,2024-05-15
CUST002252,0,2024-07-27
CUST002253,0,2024-08-07
CUST002254,0,2024-12-30
CUST002255,0,2024-09-21
CUST002256,0,2025-02-15
CUST002257,0,2024-11-15
CUST002258,0,2024-09-24
CUST002259,1,2025-04-01
CUST002260,0,2025-04-11
CUST002261,1,2024-11-23
CUST002262,0,2025-01-21
CUST002263,1,2024-10-03
CUST002264,0,2025-04-24
CUST002265,0,2024-12-19
CUST002266,0,2024-08-09
CUST002267,0,2024-06-21
CUST002268,1,2025-04-21
CUST002269,0,2025-04-23
CUST002270,0,2025-03-15
CUST002271,0,2024-09-10
CUST002272,0,2024-06-13
CUST002273,1,2025-03-12
CUST002274,0,2024-09-11
CUST002275,0,2024-06-23
CUST002276,0,2024-09-29
CUST002277,0,2024-12-13
CUST002278,0,2024-07-18
CUST002279,0,2024-12-25
CUST002280,0,2025-03-30
CUST002281,0,2024-12-21
CUST002282,0,2025-03-12
CUST002283,0,2024-06-28
CUST002284,1,2024-10-23
CUST002285,1,2025-03-18
CUST002286,0,2024-12-21
CUST002287,1,2024-07-19
CUST002288,0,2024-05-23
CUST002289,0,2025-03-08
CUST002290,0,2024-05-03
CUST002291,0,2025-03-17
CUST002292,0,2024-10-20
CUST002293,0,2024-05-23
CUST002294,0,2024-06-05
CUST002295,0,2024-04-30
CUST002296,0,2024-10-24
CUST002297,0,2025-01-30
CUST002298,0,2024-10-09
CUST002299,1,2025-01-23
CUST002300,0,2024-09-13
CUST002301,0,2024-08-12
CUST002302,0,2024-10-10
CUST002303,1,2024-05-20
CUST002304,0,2024-11-08
CUST002305,0,2025-01-26
CUST002306,0,2024-08-20
CUST002307,0,2025-03-05
CUST002308,0,2024-09-06
CUST002309,0,2024-12-03
CUST002310,0,2024-07-18
CUST002311,0,2024-08-04
CUST002312,0,2024-09-12
CUST002313,0,2024-07-21
CUST002314,0,2024-04-30
CUST002315,0,2024-10-23
CUST002316,0,2024-05-27
CUST002317,0,2024-06-26
CUST002318,0,2025-01-14
CUST002319,0,2025-03-08
CUST002320,1,2024-11-18
CUST002321,0,2024-07-24
CUST002322,1,2024-11-03
CUST002323,0,2024-10-15
CUST002324,0,2025-03-16
CUST002325,0,2024-12-23
CUST002326,0,2024-09-06
CUST002327,1,2024-04-25
CUST002328,0,2025-01-17
CUST002329,1,2024-12-18
CUST002330,0,2025-03-25
CUST002331,0,2024-05-16
CUST002332,0,2024-07-02
CUST002333,0,2024-11-05
CUST002334,0,2024-05-12
CUST002335,1,2025-02-28
CUST002336,0,2024-10-26
CUST002337,0,2024-12-08
CUST002338,0,2024-09-22
CUST002339,0,2024-07-24
CUST002340,0,2024-06-27
CUST002341,0,2024-04-26
CUST002342,0,2025-03-15
CUST002343,0,2024-09-14
CUST002344,0,2024-11-20
CUST002345,0,2025-04-20
CUST002346,0,2024-11-26
CUST002347,0,2024-10-03
CUST002348,0,2024-12-07
CUST002349,0,2024-09-20
CUST002350,1,2024-04-29
CUST002351,0,2024-05-19
CUST002352,1,2024-09-20
CUST002353,1,2024-05-16
CUST002354,1,2024-11-07
CUST002355,0,2025-02-21
CUST002356,0,2024-09-18
CUST002357,0,2024-06-20
CUST002358,1,2024-12-09
CUST002359,0,2024-07-21
CUST002360,0,2025-01-27
CUST002361,1,2024-11-16
CUST002362,0,2025-03-18
CUST002363,1,2025-04-10
CUST002364,0,2025-03-21
CUST002365,0,2024-06-10
CUST002366,1,2024-11-04
CUST002367,1,2024-07-15
CUST002368,0,2024-05-12
CUST002369,0,2025-03-05
CUST002370,0,2025-03-07
CUST002371,0,2025-02-01
CUST002372,0,2024-06-15
CUST002373,0,2024-10-28
CUST002374,0,2024-08-06
CUST002375,0,2025-04-08
CUST002376,0,2024-09-11
CUST002377,0,2024-06-01
CUST002378,0,2024-08-27
CUST002379,0,2024-10-12
CUST002380,0,2024-06-27
CUST002381,0,2025-01-22
CUST002382,0,2024-08-18
CUST002383,0,2024-12-01
CUST002384,1,2025-04-23
CUST002385,1,2024-08-15
CUST002386,0,2024-11-27
CUST002387,0,2024-07-25
CUST002388,0,2025-02-04
CUST002389,1,2024-12-23
CUST002390,1,2024-07-22
CUST002391,0,2024-08-14
CUST002392,0,2024-12-06
CUST002393,0,2024-09-09
CUST002394,1,2024-08-31
CUST002395,0,2024-08-26
CUST002396,0,2024-07-05
CUST002397,0,2024-07-21
CUST002398,1,2025-02-14
CUST002399,1,2024-07-27
CUST002400,0,2024-09-24
CUST002401,0,2024-06-17
CUST002402,0,2024-09-16
CUST002403,0,2024-11-08
CUST002404,0,2025-01-10
CUST002405,0,2025-01-15
CUST002406,0,2025-02-04
CUST002407,0,2024-05-08
CUST002408,0,2024-08-29
CUST002409,0,2024-10-12
CUST002410,0,2025-04-05
CUST002411,0,2024-05-07
CUST002412,1,2024-06-29
CUST002413,0,2024-05-25
CUST002414,0,2024-06-16
CUST002415,0,2024-10-27
CUST002416,1,2025-03-26
CUST002417,0,2024-07-28
CUST002418,0,2025-03-31
CUST002419,0,2024-10-31
CUST002420,0,2024-09-29
CUST002421,0,2024-09-18
CUST002422,1,2025-02-24
CUST002423,0,2024-09-18
CUST002424,0,2024-07-01
CUST002425,0,2024-09-25
CUST002426,1,2024-08-20
CUST002427,0,2024-05-21
CUST002428,0,2024-09-29
CUST002429,0,2024-04-25
CUST002430,0,2025-02-12
CUST002431,0,2024-05-19
CUST002432,1,2024-09-19
CUST002433,0,2024-07-16
CUST002434,1,2024-05-19
CUST002435,1,2025-01-21
CUST002436,0,2024-11-03
CUST002437,0,2024-05-03
CUST002438,0,2025-01-30
CUST002439,0,2024-07-06
CUST002440,0,2025-01-22
CUST002441,0,2024-07-16
CUST002442,0,2024-08-13
CUST002443,1,2025-03-22
CUST002444,1,2024-11-08
CUST002445,0,2024-12-29
CUST002446,1,2024-12-15
CUST002447,0,2024-05-08
CUST002448,0,2024-05-14
CUST002449,0,2024-06-25
CUST002450,1,2024-11-17
CUST002451,0,2024-09-29
CUST002452,0,2024-08-12
CUST002453,0,2024-08-28
CUST002454,0,2024-05-20
CUST002455,1,2025-02-03
CUST002456,1,2024-09-06
CUST002457,1,2024-06-03
CUST002458,1,2025-03-06
CUST002459,0,2024-06-10
CUST002460,1,2024-08-27
CUST002461,0,2025-04-12
CUST002462,0,2024-09-07
CUST002463,0,2025-03-31
CUST002464,0,2025-04-08
CUST002465,1,2025-04-24
CUST002466,0,2025-01-06
CUST002467,0,2024-12-16
CUST002468,0,2024-07-06
CUST002469,0,2025-02-17
CUST002470,0,2025-03-04
CUST002471,1,2024-08-14
CUST002472,0,2024-11-06
CUST002473,0,2025-01-16
CUST002474,0,2024-12-23
CUST002475,0,2024-05-04
CUST002476,0,2024-10-03
CUST002477,0,2025-03-14
CUST002478,0,2024-12-06
CUST002479,0,2024-07-20
CUST002480,0,2024-10-26
CUST002481,0,2025-01-07
CUST002482,0,2024-11-30
CUST002483,0,2025-02-11
CUST002484,0,2025-01-10
CUST002485,0,2024-05-14
CUST002486,0,2025-01-23
CUST002487,1,2025-03-14
CUST002488,1,2024-09-28
CUST002489,0,2024-10-15
CUST002490,0,2024-08-04
CUST002491,0,2024-12-22
CUST002492,0,2025-01-25
CUST002493,0,2025-04-07
CUST002494,0,2024-06-21
CUST002495,0,2025-04-18
CUST002496,0,2024-05-18
CUST002497,0,2024-09-08
CUST002498,0,2024-06-30
CUST002499,0,2024-10-14
CUST002500,0,2024-10-20
CUST002501,0,2024-06-14
CUST002502,0,2024-06-13
CUST002503,1,2025-01-08
CUST002504,0,2024-09-01
CUST002505,0,2025-04-18
CUST002506,0,2024-09-18
CUST002507,0,2025-01-13
CUST002508,0,2024-06-02
CUST002509,0,2025-01-14
CUST002510,1,2025-04-23
CUST002511,1,2024-09-11
CUST002512,0,2024-05-24
CUST002513,0,2024-05-28
CUST002514,0,2025-03-20
CUST002515,1,2024-07-19
CUST002516,0,2025-03-04
CUST002517,1,2024-09-20
CUST002518,1,2025-01-14
CUST002519,0,2024-08-28
CUST002520,0,2024-12-10
CUST002521,0,2024-07-29
CUST002522,0,2024-06-05
CUST002523,1,2025-01-21
CUST002524,0,2024-11-15
CUST002525,0,2025-02-14
CUST002526,0,2024-08-18
CUST002527,1,2024-07-19
CUST002528,0,2024-06-10
CUST002529,0,2024-11-23
CUST002530,0,2025-03-18
CUST002531,0,2024-04-25
CUST002532,0,2024-07-28
CUST002533,1,2025-02-03
CUST002534,0,2025-02-11
CUST002535,0,2024-09-05
CUST002536,1,2024-07-21
CUST002537,0,2025-02-06
CUST002538,0,2024-12-10
CUST002539,0,2024-07-25
CUST002540,0,2024-07-02
CUST002541,0,2024-08-20
CUST002542,0,2025-03-02
CUST002543,1,2024-12-25
CUST002544,0,2024-06-15
CUST002545,0,2024-05-30
CUST002546,0,2024-09-08
CUST002547,0,2024-09-08
CUST002548,0,2024-12-12
CUST002549,0,2024-06-22
CUST002550,1,2025-04-03
CUST002551,0,2024-05-18
CUST002552,0,2024-07-13
CUST002553,0,2024-09-12
CUST002554,0,2024-09-12
CUST002555,0,2024-12-12
CUST002556,0,2025-03-21
CUST002557,1,2025-01-09
CUST002558,0,2025-01-18
CUST002559,0,2025-02-19
CUST002560,0,2024-08-27
CUST002561,0,2024-10-27
CUST002562,0,2025-02-02
CUST002563,1,2024-09-17
CUST002564,1,2025-02-02
CUST002565,1,2025-02-15
CUST002566,0,2024-12-20
CUST002567,0,2025-01-28
CUST002568,0,2024-08-26
CUST002569,0,2024-07-28
CUST002570,0,2024-11-02
CUST002571,0,2024-12-15
CUST002572,1,2024-07-19
CUST002573,0,2024-08-02
CUST002574,0,2024-05-26
CUST002575,0,2024-07-01
CUST002576,0,2024-10-25
CUST002577,0,2024-06-25
CUST002578,0,2024-12-28
CUST002579,0,2024-12-08
CUST002580,0,2024-11-11
CUST002581,0,2025-01-30
CUST002582,0,2024-06-05
CUST002583,0,2025-04-01
CUST002584,0,2024-08-14
CUST002585,0,2024-05-11
CUST002586,1,2025-03-22
CUST002587,0,2024-12-04
CUST002588,0,2024-10-02
CUST002589,0,2025-02-22
CUST002590,0,2024-09-15
CUST002591,0,2024-06-25
CUST002592,0,2025-03-02
CUST002593,1,2024-11-06
CUST002594,0,2024-11-19
CUST002595,1,2024-09-30
CUST002596,0,2024-07-10
CUST002597,0,2025-03-18
CUST002598,1,2024-11-05
CUST002599,0,2024-08-28
CUST002600,0,2024-05-14
CUST002601,0,2024-10-17
CUST002602,0,2024-08-30
CUST002603,1,2024-12-04
CUST002604,0,2025-02-09
CUST002605,0,2024-09-02
CUST002606,0,2025-01-26
CUST002607,0,2025-01-03
CUST002608,0,2025-03-19
CUST002609,0,2024-07-04
CUST002610,0,2024-09-23
CUST002611,0,2024-07-15
CUST002612,0,2024-11-01
CUST002613,0,2024-12-27
CUST002614,0,2025-01-16
CUST002615,0,2025-02-20
CUST002616,0,2024-05-10
CUST002617,0,2024-10-06
CUST002618,0,2024-08-26
CUST002619,0,2024-07-16
CUST002620,0,2024-06-29
CUST002621,0,2024-06-08
CUST002622,0,2024-09-07
CUST002623,0,2024-11-11
CUST002624,0,2024-08-16
CUST002625,0,2024-06-22
CUST002626,0,2024-05-30
CUST002627,0,2024-12-07
CUST002628,0,2025-03-08
CUST002629,0,2025-03-07
CUST002630,0,2024-12-17
CUST002631,0,2024-11-27
CUST002632,0,2024-06-15
CUST002633,0,2024-09-12
CUST002634,0,2024-12-10
CUST002635,1,2024-07-11
CUST002636,0,2025-03-14
CUST002637,0,2025-02-22
CUST002638,0,2025-02-15
CUST002639,1,2024-12-03
CUST002640,0,2024-07-30
CUST002641,0,2025-04-13
CUST002642,0,2024-06-12
CUST002643,0,2024-05-06
CUST002644,0,2024-10-17
CUST002645,0,2024-05-18
CUST002646,0,2024-06-02
CUST002647,0,2024-05-29
CUST002648,0,2024-06-19
CUST002649,0,2024-04-30
CUST002650,0,2024-07-08
CUST002651,0,2024-06-08
CUST002652,0,2025-04-07
CUST002653,0,2024-10-19
CUST002654,0,2025-04-17
CUST002655,1,2024-07-10
CUST002656,0,2024-10-21
CUST002657,0,2024-04-27
CUST002658,1,2025-02-20
CUST002659,0,2024-12-04
CUST002660,0,2024-06-05
CUST002661,0,2025-03-04
CUST002662,0,2024-12-02
CUST002663,0,2024-12-25
CUST002664,0,2024-06-06
CUST002665,0,2024-08-24
CUST002666,1,2024-06-22
CUST002667,0,2024-10-14
CUST002668,0,2024-05-02
CUST002669,0,2024-10-16
CUST002670,0,2024-10-14
CUST002671,1,2024-08-09
CUST002672,0,2024-06-21
CUST002673,0,2024-10-18
CUST002674,1,2025-03-24
CUST002675,1,2024-09-04
CUST002676,0,2024-06-15
CUST002677,0,2025-03-21
CUST002678,1,2024-09-06
CUST002679,0,2024-10-09
CUST002680,0,2025-02-12
CUST002681,0,2025-03-20
CUST002682,0,2024-10-08
CUST002683,0,2025-01-04
CUST002684,0,2024-10-03
CUST002685,0,2024-09-12
CUST002686,0,2024-10-21
CUST002687,0,2024-05-30
CUST002688,0,2024-05-06
CUST002689,0,2024-06-05
CUST002690,0,2024-09-30
CUST002691,0,2024-10-16
CUST002692,1,2024-05-13
CUST002693,0,2025-03-12
CUST002694,0,2025-04-11
CUST002695,0,2024-10-06
CUST002696,0,2025-01-10
CUST002697,0,2024-06-11
CUST002698,0,2025-03-19
CUST002699,0,2024-10-13
CUST002700,0,2025-04-12
CUST002701,0,2024-12-07
CUST002702,0,2025-01-08
CUST002703,0,2024-08-23
CUST002704,0,2024-12-02
CUST002705,0,2025-02-12
CUST002706,0,2025-03-28
CUST002707,1,2024-08-26
CUST002708,0,2024-08-22
CUST002709,0,2025-02-01
CUST002710,1,2024-11-13
CUST002711,0,2025-01-31
CUST002712,0,2025-03-15
CUST002713,1,2024-07-24
CUST002714,0,2024-08-25
CUST002715,0,2025-02-14
CUST002716,1,2024-12-31
CUST002717,0,2024-09-06
CUST002718,0,2024-05-31
CUST002719,0,2025-03-17
CUST002720,0,2024-07-14
CUST002721,0,2024-09-01
CUST002722,0,2024-05-05
CUST002723,0,2024-07-30
CUST002724,0,2025-02-10
CUST002725,0,2024-06-03
CUST002726,0,2024-07-18
CUST002727,1,2025-01-27
CUST002728,0,2024-09-15
CUST002729,0,2024-08-07
CUST002730,1,2024-08-04
CUST002731,0,2024-07-14
CUST002732,0,2024-07-26
CUST002733,0,2024-06-21
CUST002734,0,2025-03-05
CUST002735,0,2024-05-18
CUST002736,0,2025-02-19
CUST002737,0,2024-08-29
CUST002738,0,2025-03-06
CUST002739,0,2025-04-16
CUST002740,0,2025-04-06
CUST002741,0,2025-03-15
CUST002742,0,2025-01-17
CUST002743,1,2024-12-14
CUST002744,0,2025-02-06
CUST002745,0,2024-05-22
CUST002746,0,2024-05-22
CUST002747,0,2025-04-21
CUST002748,0,2024-06-07
CUST002749,0,2024-11-10
CUST002750,0,2025-04-25
CUST002751,0,2025-04-04
CUST002752,0,2024-12-29
CUST002753,1,2024-11-18
CUST002754,0,2024-05-25
CUST002755,1,2024-09-23
CUST002756,0,2024-08-07
CUST002757,0,2024-11-29
CUST002758,0,2024-05-26
CUST002759,0,2024-10-31
CUST002760,0,2024-07-04
CUST002761,0,2024-05-03
CUST002762,0,2025-04-20
CUST002763,0,2024-10-05
CUST002764,0,2024-09-29
CUST002765,0,2024-04-28
CUST002766,1,2024-05-02
CUST002767,0,2025-03-14
CUST002768,0,2024-11-02
CUST002769,0,2024-07-25
CUST002770,0,2024-05-03
CUST002771,0,2024-05-07
CUST002772,0,2025-01-31
CUST002773,0,2024-10-12
CUST002774,0,2024-06-16
CUST002775,0,2024-10-11
CUST002776,0,2024-12-20
CUST002777,1,2024-12-05
CUST002778,0,2025-04-25
CUST002779,1,2024-12-09
CUST002780,0,2024-06-05
CUST002781,0,2024-07-28
CUST002782,0,2024-12-12
CUST002783,0,2025-04-05
CUST002784,0,2024-05-30
CUST002785,0,2024-09-29
CUST002786,1,2024-08-20
CUST002787,1,2024-10-02
CUST002788,0,2024-12-16
CUST002789,0,2024-10-02
CUST002790,0,2024-08-30
CUST002791,1,2024-08-30
CUST002792,0,2024-10-28
CUST002793,0,2024-11-29
CUST002794,0,2024-09-26
CUST002795,0,2024-07-27
CUST002796,1,2024-07-18
CUST002797,0,2025-03-01
CUST002798,0,2025-03-09
CUST002799,0,2024-06-28
CUST002800,0,2024-10-12
CUST002801,0,2024-05-31
CUST002802,0,2024-09-09
CUST002803,0,2024-09-15
CUST002804,1,2024-09-05
CUST002805,0,2024-11-14
CUST002806,0,2024-12-18
CUST002807,0,2024-05-01
CUST002808,0,2025-02-10
CUST002809,0,2024-06-30
CUST002810,0,2025-02-26
CUST002811,1,2024-08-02
CUST002812,0,2024-10-31
CUST002813,0,2025-03-26
CUST002814,0,2024-05-21
CUST002815,0,2024-11-18
CUST002816,1,2024-11-18
CUST002817,0,2024-11-14
CUST002818,0,2025-04-11
CUST002819,0,2024-09-13
CUST002820,0,2024-10-11
CUST002821,1,2024-08-26
CUST002822,0,2025-03-26
CUST002823,0,2024-07-25
CUST002824,0,2024-08-26
CUST002825,0,2024-12-29
CUST002826,0,2025-04-05
CUST002827,0,2025-03-27
CUST002828,0,2024-09-22
CUST002829,0,2024-07-02
CUST002830,0,2024-09-17
CUST002831,0,2024-09-07
CUST002832,0,2025-01-21
CUST002833,0,2025-02-02
CUST002834,0,2024-04-27
CUST002835,0,2025-04-23
CUST002836,0,2025-03-03
CUST002837,0,2024-07-28
CUST002838,0,2024-07-10
CUST002839,0,2024-09-09
CUST002840,1,2024-07-03
CUST002841,1,2025-02-23
CUST002842,0,2024-09-22
CUST002843,0,2025-04-11
CUST002844,0,2024-05-11
CUST002845,0,2024-06-16
CUST002846,0,2025-02-28
CUST002847,0,2024-12-12
CUST002848,0,2025-04-13
CUST002849,1,2024-05-21
CUST002850,1,2024-11-21
CUST002851,0,2025-03-26
CUST002852,0,2024-06-28
CUST002853,0,2024-12-21
CUST002854,0,2024-07-20
CUST002855,1,2025-01-21
CUST002856,1,2024-10-16
CUST002857,0,2025-04-23
CUST002858,0,2024-05-11
CUST002859,0,2024-08-11
CUST002860,0,2024-05-19
CUST002861,0,2024-10-24
CUST002862,0,2025-01-13
CUST002863,0,2024-06-20
CUST002864,0,2025-02-08
CUST002865,0,2024-10-13
CUST002866,0,2024-09-28
CUST002867,0,2024-11-06
CUST002868,0,2024-10-23
CUST002869,0,2025-03-31
CUST002870,0,2025-03-03
CUST002871,0,2024-05-23
CUST002872,1,2024-08-20
CUST002873,0,2024-05-04
CUST002874,0,2024-05-09
CUST002875,1,2024-09-01
CUST002876,1,2024-08-25
CUST002877,0,2025-01-17
CUST002878,1,2024-11-17
CUST002879,0,2025-01-10
CUST002880,0,2024-08-09
CUST002881,1,2025-03-07
CUST002882,0,2024-11-15
CUST002883,0,2024-10-21
CUST002884,0,2025-03-10
CUST002885,0,2025-03-30
CUST002886,1,2025-03-13
CUST002887,0,2024-07-25
CUST002888,1,2024-11-26
CUST002889,0,2025-01-04
CUST002890,0,2024-10-20
CUST002891,1,2024-12-29
CUST002892,1,2024-09-16
CUST002893,0,2025-02-16
CUST002894,0,2024-12-31
CUST002895,0,2024-10-03
CUST002896,0,2024-05-04
CUST002897,0,2024-08-12
CUST002898,0,2025-02-13
CUST002899,0,2024-10-31
CUST002900,0,2024-08-13
CUST002901,0,2024-09-12
CUST002902,0,2025-01-04
CUST002903,1,2024-10-11
CUST002904,1,2025-04-20
CUST002905,0,2024-07-30
CUST002906,0,2024-12-01
CUST002907,1,2025-03-17
CUST002908,0,2025-02-20
CUST002909,0,2024-06-09
CUST002910,0,2025-04-17
CUST002911,1,2024-06-17
CUST002912,0,2024-05-17
CUST002913,0,2024-05-23
CUST002914,0,2025-02-16
CUST002915,0,2025-02-05
CUST002916,1,2025-01-11
CUST002917,0,2025-02-12
CUST002918,0,2024-12-13
CUST002919,0,2024-08-11
CUST002920,1,2024-07-23
CUST002921,0,2024-06-16
CUST002922,0,2024-07-15
CUST002923,0,2024-05-29
CUST002924,0,2024-04-26
CUST002925,1,2024-12-24
CUST002926,1,2024-09-08
CUST002927,0,2025-03-21
CUST002928,1,2024-09-02
CUST002929,0,2024-08-06
CUST002930,0,2024-08-25
CUST002931,0,2024-07-06
CUST002932,0,2025-03-07
CUST002933,1,2024-11-19
CUST002934,0,2024-12-21
CUST002935,0,2024-06-14
CUST002936,0,2024-11-14
CUST002937,0,2024-11-23
CUST002938,0,2024-05-16
CUST002939,0,2024-09-22
CUST002940,0,2025-03-31
CUST002941,1,2024-05-25
CUST002942,1,2024-05-24
CUST002943,1,2024-06-19
CUST002944,0,2024-10-05
CUST002945,0,2024-10-26
CUST002946,0,2024-07-25
CUST002947,0,2024-05-15
CUST002948,0,2024-07-16
CUST002949,0,2024-07-05
CUST002950,1,2024-11-23
CUST002951,0,2025-04-22
CUST002952,0,2024-07-23
CUST002953,0,2025-04-15
CUST002954,1,2024-07-02
CUST002955,0,2025-01-24
CUST002956,0,2024-05-10
CUST002957,0,2024-06-23
CUST002958,1,2024-08-21
CUST002959,0,2024-05-23
CUST002960,1,2024-07-19
CUST002961,0,2025-03-12
CUST002962,0,2024-10-06
CUST002963,1,2024-12-06
CUST002964,0,2024-05-04
CUST002965,0,2024-05-10
CUST002966,0,2024-06-20
